created_at,favorite_count,full_text,clean_text,aspect,sentiment
Sun Mar 30 20:05:10 +0000 2025,0,@mhuseinali Tmn SMA gw yg jd isilop dulunya sombong bgt belagu temannya dikit gaulnya jg pilih2 maunya yg 1 circle doang khususnya yg sama2 pengurus OSIS (dia ikut jd slh 1 pengurusnya) otaknya b aja gk ranking kls. Pernah gk sengaja ketemu di jln pas udh jd isilop dia diam kyk gk kenal.,@mhuseinali tmn sma gw yg jd isilop dulunya sombong bgt belagu temannya dikit gaulnya jg pilih maunya yg circle doang khususnya yg sama pengurus osis (dia ikut jd slh pengurusnya) otaknya b aja gk ranking kls. pernah gk sengaja ketemu di jln pas udh jd isilop dia diam kyk gk kenal.,citra,neutral
Sun Mar 30 20:32:05 +0000 2025,0,@mhuseinali Temen aku yg jadi isilop dulu pas sekolah tukang bully. Bahkan sampai jadi isilop jg masih tukang bully. Tiap ujian selalu nyontek :),@mhuseinali temen aku yg jadi isilop dulu pas sekolah tukang bully. bahkan sampai jadi isilop jg masih tukang bully. tiap ujian selalu nyontek :),citra,negative
Sun Mar 30 20:40:54 +0000 2025,0,@pasargratisbgr Itu mah abis makan cakwe pake saos sama abang2 isilop ga mungkin kan dijadiin punching bag,@pasargratisbgr itu mah abis makan cakwe pake saos sama abang isilop ga mungkin kan dijadiin punching bag,citra,negative
Sun Mar 30 20:57:00 +0000 2025,0,Ada yang pinterrr karna emang bapaknya isilop tapi ada juga yang begitu wkwk bahkan anak ternakal nilai jelek sekalipun bisa masuk wkwk,ada yang pinterrr karna emang bapaknya isilop tapi ada juga yang begitu wkwk bahkan anak ternakal nilai jelek sekalipun bisa masuk wkwk,citra,neutral
Tue Jan 31 11:45:46 +0000 2023,0,@txtdrberseragam Dlu pernah kemalingan di kontrakan lapor polisi dateng ke kontrakan foto2 abis itu gada kabar apa2 lagi sampe skrng 10 thn sudah. Entah diselidiki atau enggak,@txtdrberseragam dlu pernah kemalingan di kontrakan lapor polisi dateng ke kontrakan foto abis itu gada kabar apa lagi sampe skrng thn sudah. entah diselidiki atau enggak,etika,neutral
Tue Jan 31 11:46:24 +0000 2023,0,@CirebonPolresta Pak polisi mantap,@cirebonpolresta pak polisi mantap,citra,positive
Tue Jan 31 11:52:23 +0000 2023,0,abis re-read ini terus kepikiran ini ivy sebenernya kenapa jirrrr pasti ada hubungannya gaksi sama si irvin eh SIAPA SI NAMANYA ITU DEH YANG NYOGOK POLISI apakah ivy mati atau ilang,abis re-read ini terus kepikiran ini ivy sebenernya kenapa jirrrr pasti ada hubungannya gaksi sama si irvin eh siapa si namanya itu deh yang nyogok polisi apakah ivy mati atau ilang,etika,negative
Tue Jan 31 11:52:30 +0000 2023,0,@convomf Nabrak polisi tidur. Kejadiannya gajetot. Maluuuu,@convomf nabrak polisi tidur. kejadiannya gajetot. maluuuu,lainnya,neutral
Tue Jan 31 11:52:54 +0000 2023,0,@yedamce Gamau ah aku takut dicegat polisi,@yedamce gamau ah aku takut dicegat polisi,citra,neutral
Tue Jan 31 11:53:03 +0000 2023,0,Diduga Tipu Korban Puluhan Juta Rupiah Polisi Amankan Pria di Pineleng https://t.co/90zxxzrIg5,diduga tipu korban puluhan juta rupiah polisi amankan pria di pineleng,hukum,neutral
Tue Jan 31 11:53:14 +0000 2023,0,@hidsyah Sopir asli bukan polisi,@hidsyah sopir asli bukan polisi,lainnya,neutral
Tue Jan 31 11:53:25 +0000 2023,0,@cimenggxx Kadang aja bikin jatoh tuh polisi tidur,@cimenggxx kadang aja bikin jatoh tuh polisi tidur,lainnya,neutral
Tue Jan 31 11:53:37 +0000 2023,0,@detikcom Baru cuma mobil bisalah kebeli rumah tanah vila aja kebeli. Begitulah kalau jadi polisi jujur dan bersih. Rejekinya banyak .,@detikcom baru cuma mobil bisalah kebeli rumah tanah vila aja kebeli. begitulah kalau jadi polisi jujur dan bersih. rejekinya banyak .,citra,negative
Tue Jan 31 11:53:41 +0000 2023,0,@KompasTV Kalau ditempat saya banyak polisi togel,@kompastv kalau ditempat saya banyak polisi togel,lainnya,neutral
Tue Jan 31 11:53:51 +0000 2023,0,Diduga Bunuh Diri Seorang Polisi Ditemukan Tewas di Cilincing Jakarta Utara https://t.co/55LIRGopfT via @tribunnews,diduga bunuh diri seorang polisi ditemukan tewas di cilincing jakarta utara via @tribunnews,lainnya,neutral
Tue Jan 31 11:54:16 +0000 2023,0,@convomf Ngajarin sodara naik motor njir pas ketemu polisi tidur tbtb dia ngegas sampe motornya terbang dikit oleng langsung jatoh untung motor dia,@convomf ngajarin sodara naik motor njir pas ketemu polisi tidur tbtb dia ngegas sampe motornya terbang dikit oleng langsung jatoh untung motor dia,lainnya,neutral
Tue Jan 31 11:54:17 +0000 2023,0,Polisi mayor aja udh audi mobilnya hmmm... https://t.co/bjBRkb113y,polisi mayor aja udh audi mobilnya hmmm...,citra,negative
Tue Jan 31 11:54:31 +0000 2023,0,@SuluhuSamia suala la kuboresha POLISI sio kuzungumza kwa mdomo na kwa wepesi namna hiyo.Utazungumza mpaka utakaukiwa mate Ruhusu reforms kwa ujumla wa nchi via #KatibaMpya.Lasivyo Maafande watakupigia saluti tu kama wameelewa wakirudi mtaani watabambikia watu kesi kama kawaida. https://t.co/H7to5ehiWC,@suluhusamia suala la kuboresha polisi sio kuzungumza kwa mdomo na kwa wepesi namna hiyo.utazungumza mpaka utakaukiwa mate ruhusu reforms kwa ujumla wa nchi via #katibampya.lasivyo maafande watakupigia saluti tu kama wameelewa wakirudi mtaani watabambikia watu kesi kama kawaida.,lainnya,neutral
Tue Jan 31 11:54:37 +0000 2023,0,@ListyoSigitP Yg seperti ini yg perlu mendapat perhatian khusus yg langsung berhubungan dengan masyarakat.. lihat polisi polisi di kota besar gaya hidupnya melebihi pegawai kementerian keuangan.. kalo cuma andelin THP mana mungkin,@listyosigitp yg seperti ini yg perlu mendapat perhatian khusus yg langsung berhubungan dengan masyarakat.. lihat polisi polisi di kota besar gaya hidupnya melebihi pegawai kementerian keuangan.. kalo cuma andelin thp mana mungkin,citra,negative
Tue Jan 31 11:56:25 +0000 2023,0,@autortilla kalo di Jakarta takut ada polisi skena kids,@autortilla kalo di jakarta takut ada polisi skena kids,lainnya,neutral
Tue Jan 31 11:56:26 +0000 2023,0,Pemuda Gadai BPKB Milik Keluarga untuk Judi Online dan Narkoba Diciduk Polisi https://t.co/zZAxDI0mNr,pemuda gadai bpkb milik keluarga untuk judi online dan narkoba diciduk polisi,kinerja,neutral
Tue Jan 31 11:56:27 +0000 2023,0,@Paltiwest Dibelokin jadi selingkuhan karena kalau terbukti istrinya maka sudah pasti pecat polisi ga boleh istri 2.,@paltiwest dibelokin jadi selingkuhan karena kalau terbukti istrinya maka sudah pasti pecat polisi ga boleh istri .,citra,negative
Tue Jan 31 11:56:27 +0000 2023,0,@txtdrberseragam Wkkwk GK mau di salahkan lucunya polisi Konoha,@txtdrberseragam wkkwk gk mau di salahkan lucunya polisi konoha,etika,negative
Tue Jan 31 11:56:28 +0000 2023,0,Maraknya Kasus Pencurian di Kubu Raya Inilah Saran dari Polisi https://t.co/diq9JYQm7G,maraknya kasus pencurian di kubu raya inilah saran dari polisi,kinerja,neutral
Tue Jan 31 11:56:35 +0000 2023,0,Seorang polisi berinisial Aipda I diduga tewas bunuh diri di Kantor Perwakilan Polres Kepulauan Seribu di Cilincing Jakut.#newsupdate #update #news #text https://t.co/glAQTjVcSZ,seorang polisi berinisial aipda i diduga tewas bunuh diri di kantor perwakilan polres kepulauan seribu di cilincing jakut.#newsupdate #update #news #text,etika,neutral
Tue Jan 31 11:56:41 +0000 2023,0,@Bisniscom Orang sekarang aja mulai banyak yang berani melawan polisi apalagi cuma e-tilang. Harus ada tilang manual.,@bisniscom orang sekarang aja mulai banyak yang berani melawan polisi apalagi cuma e-tilang. harus ada tilang manual.,kinerja,neutral
Tue Jan 31 11:57:13 +0000 2023,0,@hukmasy Hahaa femes gak tuh relasinya suka gak terduga ma. Turun lapangan susah ambil data aja. Tiba-tiba bapakku ngomong yang polisi dokter itu intel tuh kak bapak kenal. Yang rumahnya itu orang samsat. Nah kalau itu bagian ngurusin narkoba Wkwk Suka heran aku,@hukmasy hahaa femes gak tuh relasinya suka gak terduga ma. turun lapangan susah ambil data aja. tiba-tiba bapakku ngomong yang polisi dokter itu intel tuh kak bapak kenal. yang rumahnya itu orang samsat. nah kalau itu bagian ngurusin narkoba wkwk suka heran aku,lainnya,neutral
Tue Jan 31 11:57:36 +0000 2023,0,Bagian yg selalu nempel sama impunitas polisi memang profesi jurnalistik sesuai pesanan. Itu perempuan diwawancara beneran menjawab dengan sadar status istri dan kehadirannya dia dalam rombongan. Hari ini jadi Teman Dekat . Jurnalistik Resmi. Memang Kartu Persnya nyogok.,bagian yg selalu nempel sama impunitas polisi memang profesi jurnalistik sesuai pesanan. itu perempuan diwawancara beneran menjawab dengan sadar status istri dan kehadirannya dia dalam rombongan. hari ini jadi teman dekat . jurnalistik resmi. memang kartu persnya nyogok.,citra,negative
Tue Jan 31 11:57:43 +0000 2023,0,@tanyarlfes anak kecil gk mungkin bohong MANA ADAAA ortu salah satu murid mamaku hampir di laporin ke polisi sama sesama ortu murid jg krn anaknya BOHONG.,@tanyarlfes anak kecil gk mungkin bohong mana adaaa ortu salah satu murid mamaku hampir di laporin ke polisi sama sesama ortu murid jg krn anaknya bohong.,hukum,neutral
Tue Jan 31 11:57:47 +0000 2023,0,Polisi kaya-raya &amp; Misterinya https://t.co/8r16NfCnmc,polisi kaya-raya & misterinya,citra,negative
Tue Jan 31 11:57:49 +0000 2023,0,@smolfelixx Ketauan siapa yg nyuri diproses ke polisi sampe sidang segala. Awalnya ga mikir bakal balik karena dijadikan barang bukti eh taunya dikembalikan setelah berbulan-bulan kemudian ,@smolfelixx ketauan siapa yg nyuri diproses ke polisi sampe sidang segala. awalnya ga mikir bakal balik karena dijadikan barang bukti eh taunya dikembalikan setelah berbulan-bulan kemudian,kinerja,neutral
Tue Jan 31 11:58:24 +0000 2023,0,@txtdrberseragam Gw kira yg make baju polisi itu coki pardede yg lagi impersonate.. Gimana menurut bang Muslim? @TretanMuslim,@txtdrberseragam gw kira yg make baju polisi itu coki pardede yg lagi impersonate.. gimana menurut bang muslim? @tretanmuslim,lainnya,neutral
Tue Jan 31 11:58:38 +0000 2023,0,Mending kaya dulu jadi abri biar polisi di bawah naungan TNI biar pada jadi six pack otak sama perut,mending kaya dulu jadi abri biar polisi di bawah naungan tni biar pada jadi six pack otak sama perut,citra,negative
Tue Jan 31 12:12:25 +0000 2023,0,berita tentang polisi ga ada habisnya yes wkwk,berita tentang polisi ga ada habisnya yes wkwk,citra,neutral
Tue Jan 31 12:12:42 +0000 2023,0,Baru baru ini masyarakat Banyumas digegerkan dengan kabar pesan berantai isu penculikan anak di SD Negeri Ledug Kembaran Banyumas. #HOAX #Penculikan #Banyumas https://t.co/c1bXw1n9BL,baru baru ini masyarakat banyumas digegerkan dengan kabar pesan berantai isu penculikan anak di sd negeri ledug kembaran banyumas. #hoax #penculikan #banyumas,lainnya,neutral
Tue Jan 31 12:12:50 +0000 2023,0,@seishirro Bingung bgt gue gimana konsepnya ini takut kalau ada polisi tidur malah nyungsep,@seishirro bingung bgt gue gimana konsepnya ini takut kalau ada polisi tidur malah nyungsep,lainnya,neutral
Tue Jan 31 12:13:19 +0000 2023,0,@detikcom Ada gula ada semut Ada uang ada polisi Semua tau polisi ngebantu yang mana.,@detikcom ada gula ada semut ada uang ada polisi semua tau polisi ngebantu yang mana.,citra,negative
Tue Jan 31 12:13:31 +0000 2023,0,@roticoklats @meddyDLuffy @txtdrberseragam Wah keren kakek mu berarti Polisi sudah buruk dari jaman dulu.,@roticoklats @meddydluffy @txtdrberseragam wah keren kakek mu berarti polisi sudah buruk dari jaman dulu.,citra,negative
Tue Jan 31 12:13:58 +0000 2023,0,Innalillahi Turut berduka cita https://t.co/LviCNliFTE,innalillahi turut berduka cita,lainnya,neutral
Tue Jan 31 12:14:04 +0000 2023,0,@zarnaout45 Doakan aja semoga anak polisi itu modar mampus klindas jg. Biar tahu rasanya ikhlas damai. Bngsat bajingan penjahat pengkhianat berseragam,@zarnaout doakan aja semoga anak polisi itu modar mampus klindas jg. biar tahu rasanya ikhlas damai. bngsat bajingan penjahat pengkhianat berseragam,citra,negative
Tue Jan 31 12:15:05 +0000 2023,0,..https://t.co/y1kPBRpeee Polda Metro Jaya akan menggelar rekonstruksi ulang kasus kecelakaan yang menewaskan mahasiswa UI M Hasya Attalah Syahputra (18).,.. polda metro jaya akan menggelar rekonstruksi ulang kasus kecelakaan yang menewaskan mahasiswa ui m hasya attalah syahputra ().,kinerja,neutral
Tue Jan 31 12:15:41 +0000 2023,0,@winwhn YANG POLISI ITU YA?,@winwhn yang polisi itu ya?,lainnya,neutral
Tue Jan 31 12:16:21 +0000 2023,0,#SeputarJepara Peristiwa perampokan terjadi di Desa Beringin Kecamatan Batealit Kabupaten Jepara. Mirisnya Korban perampokan itu ialah seorang nenek... https://t.co/yLu2gt3SDe,#seputarjepara peristiwa perampokan terjadi di desa beringin kecamatan batealit kabupaten jepara. mirisnya korban perampokan itu ialah seorang nenek...,lainnya,neutral
Tue Jan 31 12:16:27 +0000 2023,0,@aeyourna @jusjussie219 @kyn_art @minygiiii_ Agak susah sih menurut ku mbaknya lagi kesusahan finansial lapor polisi itu ribet dan butuh uang.,@aeyourna @jusjussie @kyn_art @minygiiii_ agak susah sih menurut ku mbaknya lagi kesusahan finansial lapor polisi itu ribet dan butuh uang.,citra,negative
Tue Jan 31 12:16:28 +0000 2023,0,Tujuh tersangka ditetapkan dalam perusakan kantor Arema FC Minggu (31/01/2023). Mereka disebut berasal dari kelompok Anarko. Polisi masih mendalami auktor intelektualis aksi tersebut. https://t.co/O6u4UJUCJb #Nusantara #AdadiKompas,tujuh tersangka ditetapkan dalam perusakan kantor arema fc minggu (//). mereka disebut berasal dari kelompok anarko. polisi masih mendalami auktor intelektualis aksi tersebut. #nusantara #adadikompas,hukum,neutral
Tue Jan 31 12:16:50 +0000 2023,0,@ZAEffendy emang boleh ngaku2 istri polisi? lo kira gampang apa kimpoy? mana surat kawinnya?,@zaeffendy emang boleh ngaku istri polisi? lo kira gampang apa kimpoy? mana surat kawinnya?,lainnya,neutral
Tue Jan 31 12:18:10 +0000 2023,0,Butuh lebih dari 30 tahun dari polisi di negara (maju dan modern) tersebut untuk meminta maaf atas kelalaian pada tragedi Hillsborough. Dan semenjak tragedi tersebut sepakbola mereka berbenah. Disini Kanjuruhan bahkan untuk sekedar minta maaf pun tidak apalagi tanggung jawab,butuh lebih dari tahun dari polisi di negara (maju dan modern) tersebut untuk meminta maaf atas kelalaian pada tragedi hillsborough. dan semenjak tragedi tersebut sepakbola mereka berbenah. disini kanjuruhan bahkan untuk sekedar minta maaf pun tidak apalagi tanggung jawab,citra,negative
Tue Jan 31 12:18:10 +0000 2023,0,Polisi selidiki percobaan penculikan anak di Semarang https://t.co/pri5fzmDEQ,polisi selidiki percobaan penculikan anak di semarang,kinerja,neutral
Tue Jan 31 12:18:16 +0000 2023,0,@txtdrberseragam Gagah bener ya Polisi,@txtdrberseragam gagah bener ya polisi,citra,positive
Tue Jan 31 12:19:03 +0000 2023,0,Polisi Tetapkan Tujuh Orang Tersangka Aksi Pengrusakan di Kantor Arema FC Malang https://t.co/dgWUGj9ATd,polisi tetapkan tujuh orang tersangka aksi pengrusakan di kantor arema fc malang,kinerja,neutral
Tue Jan 31 12:19:05 +0000 2023,0,Polisi Tetapkan Tujuh Orang Tersangka Aksi Pengrusakan di Kantor Arema FC Malang https://t.co/tU65uIcG9X,polisi tetapkan tujuh orang tersangka aksi pengrusakan di kantor arema fc malang,kinerja,neutral
Tue Jan 31 12:19:21 +0000 2023,0,#MostPopuler Polisi Siapkan STNK dan BPKB buat Kendaraan Listrik Begini Isinya https://t.co/rP7iTBk5Ww,#mostpopuler polisi siapkan stnk dan bpkb buat kendaraan listrik begini isinya,kinerja,neutral
Tue Jan 31 12:19:48 +0000 2023,0,Tujuh tersangka ditetapkan dalam perusakan kantor Arema FC Minggu (31/01/2023). Mereka disebut berasal dari kelompok Anarko. Polisi masih mendalami auktor intelektualis aksi tersebut. https://t.co/YeSyOw8Kg6 #Nusantara #AdadiKompas,tujuh tersangka ditetapkan dalam perusakan kantor arema fc minggu (//). mereka disebut berasal dari kelompok anarko. polisi masih mendalami auktor intelektualis aksi tersebut. #nusantara #adadikompas,hukum,neutral
Tue Jan 31 12:19:52 +0000 2023,0,@nahdlatululama @muhammadiyah kalo berbeda pendapat kembalikan ke Quran dan hadist... Bukan ke polisi,@nahdlatululama @muhammadiyah kalo berbeda pendapat kembalikan ke quran dan hadist... bukan ke polisi,lainnya,neutral
Tue Jan 31 12:19:56 +0000 2023,0,Warga Serang Diduga Tewas Karena Miras Oplosan Begini Penjelasan Polisi https://t.co/Cbx1zUhYhy,warga serang diduga tewas karena miras oplosan begini penjelasan polisi,kinerja,neutral
Tue Jan 31 12:20:01 +0000 2023,0,Polisi Tetapkan 7 Orang Tersangka Aksi Unjuk Rasa Ricuh di Kantor Arema FC Malang https://t.co/OQJTok8hVW,polisi tetapkan orang tersangka aksi unjuk rasa ricuh di kantor arema fc malang,hukum,neutral
Tue Jan 31 12:20:06 +0000 2023,0,@detikcom Mulakno dadi polisi dab.... Ojo cuman iri hati,@detikcom mulakno dadi polisi dab.... ojo cuman iri hati,lainnya,neutral
Tue Jan 31 12:20:16 +0000 2023,0,#BeritaSampit Polisi Pastikan Tidak Ada Penculikan Anak di Parenggean https://t.co/7cChTenMMJ https://t.co/4qIb2fX8nv,#beritasampit polisi pastikan tidak ada penculikan anak di parenggean,kinerja,neutral
Tue Jan 31 12:20:35 +0000 2023,0,@OmJ_JeNggott Polisi semakin nglunjak,@omj_jenggott polisi semakin nglunjak,etika,negative
Tue Jan 31 12:21:35 +0000 2023,0,Apa ada buktinya pak menipu? Jangan sampai fitnah pak kalau ada penipuan langsung Polisi aja pak .,apa ada buktinya pak menipu? jangan sampai fitnah pak kalau ada penipuan langsung polisi aja pak .,hukum,neutral
Tue Jan 31 12:22:18 +0000 2023,0,bersama dengan polisi dan pemerintah daerah harus bahu-membahu untuk membangun dan menjaga bangsa. Prabowo Subianto #TolakKenaikanONH #IkutPakde,bersama dengan polisi dan pemerintah daerah harus bahu-membahu untuk membangun dan menjaga bangsa. prabowo subianto #tolakkenaikanonh #ikutpakde,citra,neutral
Tue Jan 31 12:22:25 +0000 2023,0,Polisi tidur walau ngeselin masih lebih bermanfaat,polisi tidur walau ngeselin masih lebih bermanfaat,citra,negative
Tue Jan 31 12:22:52 +0000 2023,0,@fatma_karume Issue ya kiusalama na tahadhari ni suala linalochukuliwa kwa uzito mkubwa mno. Tahadhari imetolewa na taasisi husika polisi jeshi au usalama wa taifa na mnavyowapa maagizo maOCD kutoa katazo la mikutano ya hadhara kwa wapinzani kwa viashiria vya ugaidi ndio madhara yake!,@fatma_karume issue ya kiusalama na tahadhari ni suala linalochukuliwa kwa uzito mkubwa mno. tahadhari imetolewa na taasisi husika polisi jeshi au usalama wa taifa na mnavyowapa maagizo maocd kutoa katazo la mikutano ya hadhara kwa wapinzani kwa viashiria vya ugaidi ndio madhara yake!,lainnya,neutral
Tue Jan 31 12:22:58 +0000 2023,0,Polisi Cilik Angkatan IV Polres Siak Resmi di Lantik Dan Diberi Penghargaan via @@polres_siak https://t.co/vUAcsJitvl https://t.co/vVuaoJODmh,polisi cilik angkatan iv polres siak resmi di lantik dan diberi penghargaan via @@polres_siak,kinerja,neutral
Tue Jan 31 12:23:01 +0000 2023,0,@txtdrberseragam Walau pada akhirnya nanti ada permintaan maaf di kantor polisi tpi anda keren,@txtdrberseragam walau pada akhirnya nanti ada permintaan maaf di kantor polisi tpi anda keren,lainnya,neutral
Tue Jan 31 12:23:15 +0000 2023,0,@eradotid Wkwkwk mampus makin terungkap siapsiap kena hukuman si polisi wkwkwkwk,@eradotid wkwkwk mampus makin terungkap siapsiap kena hukuman si polisi wkwkwkwk,citra,negative
Tue Jan 31 12:23:30 +0000 2023,0,polisi maha benar yg salah rakyat tak berduit.,polisi maha benar yg salah rakyat tak berduit.,citra,negative
Tue Jan 31 12:23:35 +0000 2023,0,@txtdrberseragam tumben yg namanya agus bukan polisi/tentara,@txtdrberseragam tumben yg namanya agus bukan polisi/tentara,lainnya,neutral
Tue Jan 31 12:23:48 +0000 2023,0,Tujuh tersangka ditetapkan dalam perusakan kantor Arema FC Minggu (31/01/2023). Mereka disebut berasal dari kelompok Anarko. Polisi masih mendalami auktor intelektualis aksi tersebut. https://t.co/f9tgNopXs1 #Nusantara #AdadiKompas,tujuh tersangka ditetapkan dalam perusakan kantor arema fc minggu (//). mereka disebut berasal dari kelompok anarko. polisi masih mendalami auktor intelektualis aksi tersebut. #nusantara #adadikompas,hukum,neutral
Tue Jan 31 12:23:58 +0000 2023,0,#PensiunanPolisi #PenabrakMahasiswaUI #Caleg #Gerindra Dia langsung berdiri bilang begini 'Saya yang nabrak saya yang lindes anak bapak bapak mau apa? kata Dwi meniru ucapan AKBP (purn) Eko Setia Budi Wahono https://t.co/Lgw15K0kqG,#pensiunanpolisi #penabrakmahasiswaui #caleg #gerindra dia langsung berdiri bilang begini 'saya yang nabrak saya yang lindes anak bapak bapak mau apa? kata dwi meniru ucapan akbp (purn) eko setia budi wahono,etika,negative
Tue Jan 31 12:29:58 +0000 2023,0,@txtdrberseragam Wajar om polisi san andreas suka gitu,@txtdrberseragam wajar om polisi san andreas suka gitu,etika,neutral
Tue Jan 31 12:30:30 +0000 2023,0,@kompascom Beranikah polisi @ListyoSigitP memproses sampai selesai,@kompascom beranikah polisi @listyosigitp memproses sampai selesai,citra,neutral
Tue Jan 31 12:31:31 +0000 2023,0,@CNNIndonesia Hari ini Masi percaya tim bentukan polisi??,@cnnindonesia hari ini masi percaya tim bentukan polisi??,citra,negative
Tue Jan 31 12:31:57 +0000 2023,0,ISLAMABAD IDADI ya waliofariki imeongezeka na kufikia takriban watu 87 baada ya shambulio la bomu la kujitoa mhanga lililowalenga polisi katika jimbo la Pakistan la Peshawar. Msikiti huo uko ndani ya eneo la makao makuu ya polisi wenye ulinzi mkali na uchunguzi unaendelea. https://t.co/kFc5tZDMP6,islamabad idadi ya waliofariki imeongezeka na kufikia takriban watu baada ya shambulio la bomu la kujitoa mhanga lililowalenga polisi katika jimbo la pakistan la peshawar. msikiti huo uko ndani ya eneo la makao makuu ya polisi wenye ulinzi mkali na uchunguzi unaendelea.,lainnya,neutral
Tue Jan 31 12:31:59 +0000 2023,0,@txtdrberseragam Masa kapolres begitu pak @ListyoSigitP masyarakat ngomong kaya gini juga ya karena penegakkan hukum yg tak jelas arah tergantung siapa yg terlibat kemarin supir truk tersangka gara² bocah bikin konten sekarang mentang mantan polisi yg terlibat jd kebalikannya,@txtdrberseragam masa kapolres begitu pak @listyosigitp masyarakat ngomong kaya gini juga ya karena penegakkan hukum yg tak jelas arah tergantung siapa yg terlibat kemarin supir truk tersangka gara2 bocah bikin konten sekarang mentang mantan polisi yg terlibat jd kebalikannya,citra,negative
Tue Jan 31 12:32:02 +0000 2023,0,@Muhammad_Saewad Cukup jaga tempat ibadah saja kalau tuk tuk pemilu didesa cukuplah Hansip Desa dan Linmas di TPS dah ada polisi dan TNI yang membackup kalau memang ikhlas bantu negara ke Papua lebih bagus,@muhammad_saewad cukup jaga tempat ibadah saja kalau tuk tuk pemilu didesa cukuplah hansip desa dan linmas di tps dah ada polisi dan tni yang membackup kalau memang ikhlas bantu negara ke papua lebih bagus,kinerja,positive
Tue Jan 31 12:32:02 +0000 2023,0,Polisi Tewas di Polres Kepulauan Seribu #PolresKepulauanSeribu https://t.co/C0DVTMvq1r,polisi tewas di polres kepulauan seribu #polreskepulauanseribu,lainnya,neutral
Tue Jan 31 12:32:06 +0000 2023,0,@MafiaWasit Ngaku preman kalah gelut lapor polisi karepe piye. . .,@mafiawasit ngaku preman kalah gelut lapor polisi karepe piye. . .,hukum,neutral
Tue Jan 31 12:32:21 +0000 2023,0,@detikcom @detik_jatim luwucu2 polisi saiki,@detikcom @detik_jatim luwucu polisi saiki,etika,neutral
Tue Jan 31 12:32:23 +0000 2023,0,Mantap...lanjutkan ibu. Nyawa di bayar nyawa. Jgn mentang2 purn. Polisi...masih ada aja sambo yg dibawah... https://t.co/B0Z9qeMJ2F,mantap...lanjutkan ibu. nyawa di bayar nyawa. jgn mentang purn. polisi...masih ada aja sambo yg dibawah...,etika,negative
Tue Jan 31 12:32:25 +0000 2023,0,Polisi harus di anugrahi piala citra sebagai pembuat drama terbaik 2022/2023 ,polisi harus di anugrahi piala citra sebagai pembuat drama terbaik /,citra,negative
Tue Jan 31 12:32:38 +0000 2023,0,@AnandaLesti Mau slingkuh...ntar d laporin lagi am suami nya ke polisi?,@anandalesti mau slingkuh...ntar d laporin lagi am suami nya ke polisi?,hukum,neutral
Tue Jan 31 12:33:32 +0000 2023,0,Polres Siak Lantik Dan Beri Penghargaan Kepada Polisi Cilik Angkatan IV https://t.co/A3RbfECy6c,polres siak lantik dan beri penghargaan kepada polisi cilik angkatan iv,kinerja,neutral
Tue Jan 31 12:33:44 +0000 2023,0,@EdanBolaRCBFM POLISI IKU LHO COK JANCOK,@edanbolarcbfm polisi iku lho cok jancok,citra,negative
Tue Jan 31 12:33:54 +0000 2023,0,@txtdrberseragam Jadi polisi kok BAPERAN udah ngojek payung aja anak buahmu piye toh ndan..... ndan @ListyoSigitP,@txtdrberseragam jadi polisi kok baperan udah ngojek payung aja anak buahmu piye toh ndan..... ndan @listyosigitp,citra,negative
Tue Jan 31 12:33:54 +0000 2023,0,@kdrama_menfess polisi baik sama si pecandu wakakakak lucu bet diaa apalg kalo udh berantem ama hein,@kdrama_menfess polisi baik sama si pecandu wakakakak lucu bet diaa apalg kalo udh berantem ama hein,lainnya,neutral
Tue Jan 31 12:34:36 +0000 2023,0,Tahun 2023 Hoegeng Awards kembali hadir dg 5 kategori Polisi Inovatif Polisi Berdedikasi Polisi Berintegritas Polisi Pelindung Perempuan dan Anak serta Polisi Tapal Batas dan Pedalaman.⁣ -⁣ Isi form di https://t.co/giHFg9vmy7 Sumber : https://t.co/LJGxJ7WIxe https://t.co/3Wj1wrs6Ho,tahun hoegeng awards kembali hadir dg kategori polisi inovatif polisi berdedikasi polisi berintegritas polisi pelindung perempuan dan anak serta polisi tapal batas dan pedalaman. - isi form di sumber :,kinerja,positive
Tue Jan 31 12:35:00 +0000 2023,0,@EdanBolaRCBFM Polisi mah emng anjing goblog,@edanbolarcbfm polisi mah emng anjing goblog,citra,negative
Tue Jan 31 12:35:12 +0000 2023,0,@bimaprawira Positip thinking aja plat nomernya copot berbarengan waktu lewat polisi tidur,@bimaprawira positip thinking aja plat nomernya copot berbarengan waktu lewat polisi tidur,lainnya,neutral
Tue Jan 31 12:35:15 +0000 2023,0,dlu ngasih pelatihan ke polisi di nias banyak yang gelar s2 tapi bedain delik aduan dan delik umum pun tak paham. wkwkwkw kasihannn,dlu ngasih pelatihan ke polisi di nias banyak yang gelar s tapi bedain delik aduan dan delik umum pun tak paham. wkwkwkw kasihannn,citra,negative
Tue Jan 31 12:35:55 +0000 2023,0,leren sek twitter ajor isine. kiamat wae kiamat ga polisi ga supporter isi bajingan kabeh!!!,leren sek twitter ajor isine. kiamat wae kiamat ga polisi ga supporter isi bajingan kabeh!!!,citra,negative
Tue Jan 31 12:36:33 +0000 2023,0,@Adi_8002 @ListyoSigitP Mungkin polisi tidur,@adi_ @listyosigitp mungkin polisi tidur,etika,negative
